unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2006_12_AFG_FOOD,2006_12,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,111.8
2006_12_AFG_ALCO,2006_12,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,76.07
2006_12_AFG_CLTH,2006_12,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,52.19
2006_12_AFG_HOUS,2006_12,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,49.98
2006_12_AFG_FURN,2006_12,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2006_12_AFG_HEAL,2006_12,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2006_12_AFG_TRNS,2006_12,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2006_12_AFG_COMM,2006_12,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2006_12_AFG_CLTR,2006_12,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2006_12_AFG_EDUC,2006_12,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2006_12_AFG_RHTL,2006_12,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,69.66
2006_12_AFG_MISC,2006_12,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,90.83
2006_12_AFG_MEDI,2006_12,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,50.89
2006_12_AFG_PNSN,2006_12,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2006_12_AFG_OUTA,2006_12,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2006_12_AFG_TOTL,2006_12,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,90.41620275712945
2006_12_ALB_FOOD,2006_12,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,1074.46,83.66
2006_12_ALB_ALCO,2006_12,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,101.12,64.74
2006_12_ALB_CLTH,2006_12,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,,
2006_12_ALB_HOUS,2006_12,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1267.28,47.54
2006_12_ALB_FURN,2006_12,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",119.37,110.76
2006_12_ALB_HEAL,2006_12,ALB,Albania,Albania,Tirana,HEAL,Health ,95.52,57.8
2006_12_ALB_TRNS,2006_12,ALB,Albania,Albania,Tirana,TRNS,Transport ,221.88,92.56
2006_12_ALB_COMM,2006_12,ALB,Albania,Albania,Tirana,COMM,Communication ,276.15,142.52
2006_12_ALB_CLTR,2006_12,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,331.4,81.68
2006_12_ALB_EDUC,2006_12,ALB,Albania,Albania,Tirana,EDUC,Education ,,
2006_12_ALB_RHTL,2006_12,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,226.6,41.3
2006_12_ALB_MISC,2006_12,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,104.18,149.65
2006_12_ALB_MEDI,2006_12,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,235.72,43.52
2006_12_ALB_PNSN,2006_12,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,866.74,100.0
2006_12_ALB_OUTA,2006_12,ALB,Albania,Albania,Tirana,OUTA,Out Area ,3280.28,100.0
2006_12_ALB_TOTL,2006_12,ALB,Albania,Albania,Tirana,TOTL,Total,8200.699999999999,85.54163751886847
2006_12_DZA_FOOD,2006_12,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,532.48,71.99
2006_12_DZA_ALCO,2006_12,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,64.1,99.64
2006_12_DZA_CLTH,2006_12,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,,
2006_12_DZA_HOUS,2006_12,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2939.3,86.71
2006_12_DZA_FURN,2006_12,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",60.65,94.83
2006_12_DZA_HEAL,2006_12,DZA,Algeria,Algeria,Algiers,HEAL,Health ,,
2006_12_DZA_TRNS,2006_12,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,172.28,54.44
2006_12_DZA_COMM,2006_12,DZA,Algeria,Algeria,Algiers,COMM,Communication ,144.62,112.56
2006_12_DZA_CLTR,2006_12,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,231.7,67.24
2006_12_DZA_EDUC,2006_12,DZA,Algeria,Algeria,Algiers,EDUC,Education ,26.85,
2006_12_DZA_RHTL,2006_12,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,151.2,53.0
2006_12_DZA_MISC,2006_12,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,101.85,40.71
2006_12_DZA_MEDI,2006_12,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,293.77,44.9
2006_12_DZA_PNSN,2006_12,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,866.74,100.0
2006_12_DZA_OUTA,2006_12,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,2393.8,100.0
2006_12_DZA_TOTL,2006_12,DZA,Algeria,Algeria,Algiers,TOTL,Total,7979.340000000001,87.26642832486536
2006_12_AGO_FOOD,2006_12,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,925.87,103.15
2006_12_AGO_ALCO,2006_12,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,110.54,84.64
2006_12_AGO_CLTH,2006_12,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,,
2006_12_AGO_HOUS,2006_12,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2554.11,97.76
2006_12_AGO_FURN,2006_12,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",89.47,149.36
2006_12_AGO_HEAL,2006_12,AGO,Angola,Angola,Luanda,HEAL,Health ,213.88,65.62
2006_12_AGO_TRNS,2006_12,AGO,Angola,Angola,Luanda,TRNS,Transport ,376.78,122.43
2006_12_AGO_COMM,2006_12,AGO,Angola,Angola,Luanda,COMM,Communication ,258.01,188.42
2006_12_AGO_CLTR,2006_12,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,300.46,83.02
2006_12_AGO_EDUC,2006_12,AGO,Angola,Angola,Luanda,EDUC,Education ,,
2006_12_AGO_RHTL,2006_12,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,243.95,81.92
2006_12_AGO_MISC,2006_12,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,224.15,79.94
2006_12_AGO_MEDI,2006_12,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,333.22,47.07
2006_12_AGO_PNSN,2006_12,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,899.71,100.0
2006_12_AGO_OUTA,2006_12,AGO,Angola,Angola,Luanda,OUTA,Out Area ,2798.64,100.0
2006_12_AGO_TOTL,2006_12,AGO,Angola,Angola,Luanda,TOTL,Total,9328.79,97.93910517287263
2006_12_ARG_FOOD,2006_12,ARG,Argentina,Argentina,Buenos Aires,FOOD,Food And Non-alcoholic Beverages ,675.2,56.46
2006_12_ARG_ALCO,2006_12,ARG,Argentina,Argentina,Buenos Aires,ALCO,Alcoholic Beverages And Tobacco ,76.23,74.88
