unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2017_04_AFG_FOOD,2017_04,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,88.25
2017_04_AFG_ALCO,2017_04,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,63.26
2017_04_AFG_CLTH,2017_04,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,40.87
2017_04_AFG_HOUS,2017_04,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,44.46
2017_04_AFG_FURN,2017_04,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2017_04_AFG_HEAL,2017_04,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2017_04_AFG_TRNS,2017_04,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2017_04_AFG_COMM,2017_04,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2017_04_AFG_CLTR,2017_04,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2017_04_AFG_EDUC,2017_04,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2017_04_AFG_RHTL,2017_04,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,52.57
2017_04_AFG_MISC,2017_04,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,79.1
2017_04_AFG_MEDI,2017_04,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,51.15
2017_04_AFG_PNSN,2017_04,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2017_04_AFG_OUTA,2017_04,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2017_04_AFG_TOTL,2017_04,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,87.58823742432266
2017_04_ALB_FOOD,2017_04,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,597.18,59.38
2017_04_ALB_ALCO,2017_04,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,98.52,65.34
