unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2006_09_AFG_FOOD,2006_09,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,111.91
2006_09_AFG_ALCO,2006_09,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,75.95
2006_09_AFG_CLTH,2006_09,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,52.36
2006_09_AFG_HOUS,2006_09,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,50.24
2006_09_AFG_FURN,2006_09,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2006_09_AFG_HEAL,2006_09,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2006_09_AFG_TRNS,2006_09,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2006_09_AFG_COMM,2006_09,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2006_09_AFG_CLTR,2006_09,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2006_09_AFG_EDUC,2006_09,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2006_09_AFG_RHTL,2006_09,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,70.25
2006_09_AFG_MISC,2006_09,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,91.64
2006_09_AFG_MEDI,2006_09,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,57.83
2006_09_AFG_PNSN,2006_09,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2006_09_AFG_OUTA,2006_09,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2006_09_AFG_TOTL,2006_09,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,90.81502474537395
2006_09_ALB_FOOD,2006_09,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,1074.46,79.06
2006_09_ALB_ALCO,2006_09,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,101.12,64.72
2006_09_ALB_CLTH,2006_09,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,,
2006_09_ALB_HOUS,2006_09,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1267.28,47.68
2006_09_ALB_FURN,2006_09,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",119.37,110.71
2006_09_ALB_HEAL,2006_09,ALB,Albania,Albania,Tirana,HEAL,Health ,95.52,57.52
2006_09_ALB_TRNS,2006_09,ALB,Albania,Albania,Tirana,TRNS,Transport ,221.88,87.88
2006_09_ALB_COMM,2006_09,ALB,Albania,Albania,Tirana,COMM,Communication ,276.15,147.5
2006_09_ALB_CLTR,2006_09,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,331.4,81.49
2006_09_ALB_EDUC,2006_09,ALB,Albania,Albania,Tirana,EDUC,Education ,,
2006_09_ALB_RHTL,2006_09,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,226.6,41.52
2006_09_ALB_MISC,2006_09,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,104.18,152.99
2006_09_ALB_MEDI,2006_09,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,235.72,45.54
2006_09_ALB_PNSN,2006_09,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,866.74,100.0
2006_09_ALB_OUTA,2006_09,ALB,Albania,Albania,Tirana,OUTA,Out Area ,3280.28,100.0
2006_09_ALB_TOTL,2006_09,ALB,Albania,Albania,Tirana,TOTL,Total,8200.699999999999,85.00199141413258
2006_09_DZA_FOOD,2006_09,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,532.48,70.67
2006_09_DZA_ALCO,2006_09,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,64.1,97.71
2006_09_DZA_CLTH,2006_09,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,,
2006_09_DZA_HOUS,2006_09,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2939.3,85.32
2006_09_DZA_FURN,2006_09,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",60.65,92.9
2006_09_DZA_HEAL,2006_09,DZA,Algeria,Algeria,Algiers,HEAL,Health ,,
2006_09_DZA_TRNS,2006_09,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,172.28,50.35
2006_09_DZA_COMM,2006_09,DZA,Algeria,Algeria,Algiers,COMM,Communication ,144.62,111.07
2006_09_DZA_CLTR,2006_09,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,231.7,65.1
2006_09_DZA_EDUC,2006_09,DZA,Algeria,Algeria,Algiers,EDUC,Education ,26.85,
2006_09_DZA_RHTL,2006_09,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,151.2,52.42
2006_09_DZA_MISC,2006_09,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,101.85,40.23
2006_09_DZA_MEDI,2006_09,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,293.77,46.32
2006_09_DZA_PNSN,2006_09,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,866.74,100.0
2006_09_DZA_OUTA,2006_09,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,2393.8,100.0
2006_09_DZA_TOTL,2006_09,DZA,Algeria,Algeria,Algiers,TOTL,Total,7979.340000000001,86.47643347875693
2006_09_AGO_FOOD,2006_09,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,925.87,103.25
2006_09_AGO_ALCO,2006_09,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,110.54,84.75
2006_09_AGO_CLTH,2006_09,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,,
