unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2005_06_AFG_FOOD,2005_06,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,366.93,100.49
2005_06_AFG_ALCO,2005_06,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,196.72,45.59
2005_06_AFG_CLTH,2005_06,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,,
2005_06_AFG_HOUS,2005_06,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1283.53,44.84
2005_06_AFG_FURN,2005_06,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2005_06_AFG_HEAL,2005_06,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2005_06_AFG_TRNS,2005_06,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2005_06_AFG_COMM,2005_06,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,634.31,80.73
2005_06_AFG_CLTR,2005_06,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2005_06_AFG_EDUC,2005_06,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2005_06_AFG_RHTL,2005_06,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,330.14,74.38
2005_06_AFG_MISC,2005_06,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,261.66,34.84
2005_06_AFG_MEDI,2005_06,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,254.98,48.37
2005_06_AFG_PNSN,2005_06,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,866.74,100.0
2005_06_AFG_OUTA,2005_06,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4195.02,100.0
2005_06_AFG_TOTL,2005_06,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8390.029999999999,83.39590848612166
2005_06_ALB_FOOD,2005_06,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,1074.46,81.53
2005_06_ALB_ALCO,2005_06,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,101.12,63.38
2005_06_ALB_CLTH,2005_06,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,,
2005_06_ALB_HOUS,2005_06,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1267.28,51.25
2005_06_ALB_FURN,2005_06,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",119.37,112.82
2005_06_ALB_HEAL,2005_06,ALB,Albania,Albania,Tirana,HEAL,Health ,95.52,58.35
2005_06_ALB_TRNS,2005_06,ALB,Albania,Albania,Tirana,TRNS,Transport ,221.88,89.37
2005_06_ALB_COMM,2005_06,ALB,Albania,Albania,Tirana,COMM,Communication ,276.15,148.62
2005_06_ALB_CLTR,2005_06,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,331.4,79.22
2005_06_ALB_EDUC,2005_06,ALB,Albania,Albania,Tirana,EDUC,Education ,,
2005_06_ALB_RHTL,2005_06,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,226.6,41.37
2005_06_ALB_MISC,2005_06,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,104.18,149.19
2005_06_ALB_MEDI,2005_06,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,235.72,46.35
2005_06_ALB_PNSN,2005_06,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,866.74,100.0
2005_06_ALB_OUTA,2005_06,ALB,Albania,Albania,Tirana,OUTA,Out Area ,3280.28,100.0
2005_06_ALB_TOTL,2005_06,ALB,Albania,Albania,Tirana,TOTL,Total,8200.699999999999,85.8569352689228
2005_06_AGO_FOOD,2005_06,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,918.07,102.49
2005_06_AGO_ALCO,2005_06,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,109.31,97.68
2005_06_AGO_CLTH,2005_06,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,,
2005_06_AGO_HOUS,2005_06,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2587.99,99.62
2005_06_AGO_FURN,2005_06,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",106.26,133.77
2005_06_AGO_HEAL,2005_06,AGO,Angola,Angola,Luanda,HEAL,Health ,220.89,54.36
2005_06_AGO_TRNS,2005_06,AGO,Angola,Angola,Luanda,TRNS,Transport ,382.64,69.11
2005_06_AGO_COMM,2005_06,AGO,Angola,Angola,Luanda,COMM,Communication ,231.38,145.24
2005_06_AGO_CLTR,2005_06,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,289.65,83.16
2005_06_AGO_EDUC,2005_06,AGO,Angola,Angola,Luanda,EDUC,Education ,,
2005_06_AGO_RHTL,2005_06,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,235.18,97.07
2005_06_AGO_MISC,2005_06,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,183.67,93.86
2005_06_AGO_MEDI,2005_06,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,310.15,48.57
2005_06_AGO_PNSN,2005_06,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,866.74,100.0
2005_06_AGO_OUTA,2005_06,AGO,Angola,Angola,Luanda,OUTA,Out Area ,2760.82,100.0
2005_06_AGO_TOTL,2005_06,AGO,Angola,Angola,Luanda,TOTL,Total,9202.75,95.95734506280138
2005_06_ARG_FOOD,2005_06,ARG,Argentina,Argentina,Buenos Aires,FOOD,Food And Non-alcoholic Beverages ,675.2,52.02
2005_06_ARG_ALCO,2005_06,ARG,Argentina,Argentina,Buenos Aires,ALCO,Alcoholic Beverages And Tobacco ,76.23,75.11
2005_06_ARG_CLTH,2005_06,ARG,Argentina,Argentina,Buenos Aires,CLTH,Clothing And Footwear ,166.71,89.06
2005_06_ARG_HOUS,2005_06,ARG,Argentina,Argentina,Buenos Aires,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1287.33,50.15
2005_06_ARG_FURN,2005_06,ARG,Argentina,Argentina,Buenos Aires,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",89.24,70.57
2005_06_ARG_HEAL,2005_06,ARG,Argentina,Argentina,Buenos Aires,HEAL,Health ,189.74,49.81
2005_06_ARG_TRNS,2005_06,ARG,Argentina,Argentina,Buenos Aires,TRNS,Transport ,348.69,71.53
