unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2009_06_AFG_FOOD,2009_06,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,100.87
2009_06_AFG_ALCO,2009_06,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,69.36
2009_06_AFG_CLTH,2009_06,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,47.57
2009_06_AFG_HOUS,2009_06,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,50.52
2009_06_AFG_FURN,2009_06,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2009_06_AFG_HEAL,2009_06,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2009_06_AFG_TRNS,2009_06,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2009_06_AFG_COMM,2009_06,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2009_06_AFG_CLTR,2009_06,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2009_06_AFG_EDUC,2009_06,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2009_06_AFG_RHTL,2009_06,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,62.94
2009_06_AFG_MISC,2009_06,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,85.76
2009_06_AFG_MEDI,2009_06,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,48.15
2009_06_AFG_PNSN,2009_06,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2009_06_AFG_OUTA,2009_06,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2009_06_AFG_TOTL,2009_06,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,95.10213602819375
2009_06_ALB_FOOD,2009_06,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,849.31,68.72
2009_06_ALB_ALCO,2009_06,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,108.7,76.48
2009_06_ALB_CLTH,2009_06,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,4.88,53.06
2009_06_ALB_HOUS,2009_06,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1673.99,45.41
2009_06_ALB_FURN,2009_06,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",97.07,98.7
2009_06_ALB_HEAL,2009_06,ALB,Albania,Albania,Tirana,HEAL,Health ,170.85,59.44
2009_06_ALB_TRNS,2009_06,ALB,Albania,Albania,Tirana,TRNS,Transport ,378.26,100.95
2009_06_ALB_COMM,2009_06,ALB,Albania,Albania,Tirana,COMM,Communication ,152.37,110.45
2009_06_ALB_CLTR,2009_06,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,263.54,89.29
2009_06_ALB_EDUC,2009_06,ALB,Albania,Albania,Tirana,EDUC,Education ,44.58,34.69
2009_06_ALB_RHTL,2009_06,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,226.19,44.83
2009_06_ALB_MISC,2009_06,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,154.51,65.48
2009_06_ALB_MEDI,2009_06,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,342.54,39.66
2009_06_ALB_PNSN,2009_06,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,948.26,100.0
2009_06_ALB_OUTA,2009_06,ALB,Albania,Albania,Tirana,OUTA,Out Area ,3610.03,100.0
2009_06_ALB_TOTL,2009_06,ALB,Albania,Albania,Tirana,TOTL,Total,9025.08,88.43734076507579
2009_06_DZA_FOOD,2009_06,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,874.71,68.24
2009_06_DZA_ALCO,2009_06,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,110.11,88.21
2009_06_DZA_CLTH,2009_06,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,4.82,44.27
2009_06_DZA_HOUS,2009_06,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1998.56,59.36
2009_06_DZA_FURN,2009_06,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",66.65,92.29
2009_06_DZA_HEAL,2009_06,DZA,Algeria,Algeria,Algiers,HEAL,Health ,69.69,177.93
2009_06_DZA_TRNS,2009_06,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,147.34,70.34
2009_06_DZA_COMM,2009_06,DZA,Algeria,Algeria,Algiers,COMM,Communication ,188.06,62.52
2009_06_DZA_CLTR,2009_06,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,298.65,89.68
2009_06_DZA_EDUC,2009_06,DZA,Algeria,Algeria,Algiers,EDUC,Education ,,
2009_06_DZA_RHTL,2009_06,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,192.85,60.02
2009_06_DZA_MISC,2009_06,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,136.06,35.41
2009_06_DZA_MEDI,2009_06,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,342.46,42.61
2009_06_DZA_PNSN,2009_06,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,948.26,100.0
2009_06_DZA_OUTA,2009_06,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,3585.49,100.0
2009_06_DZA_TOTL,2009_06,DZA,Algeria,Algeria,Algiers,TOTL,Total,8963.71,88.33702841627202
2009_06_AGO_FOOD,2009_06,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,1010.7,114.24
2009_06_AGO_ALCO,2009_06,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,122.62,122.08
2009_06_AGO_CLTH,2009_06,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,50.29,145.17
2009_06_AGO_HOUS,2009_06,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",3584.98,123.39
2009_06_AGO_FURN,2009_06,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",120.38,138.61
2009_06_AGO_HEAL,2009_06,AGO,Angola,Angola,Luanda,HEAL,Health ,215.31,108.97
2009_06_AGO_TRNS,2009_06,AGO,Angola,Angola,Luanda,TRNS,Transport ,305.6,64.26
2009_06_AGO_COMM,2009_06,AGO,Angola,Angola,Luanda,COMM,Communication ,206.65,124.55
2009_06_AGO_CLTR,2009_06,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,216.36,104.33
