unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2021_10_AFG_FOOD,2021_10,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,83.2
2021_10_AFG_ALCO,2021_10,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,57.63
2021_10_AFG_CLTH,2021_10,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,34.25
2021_10_AFG_HOUS,2021_10,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,40.25
2021_10_AFG_FURN,2021_10,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2021_10_AFG_HEAL,2021_10,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2021_10_AFG_TRNS,2021_10,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2021_10_AFG_COMM,2021_10,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2021_10_AFG_CLTR,2021_10,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2021_10_AFG_EDUC,2021_10,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2021_10_AFG_RHTL,2021_10,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,45.18
2021_10_AFG_MISC,2021_10,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,74.61
2021_10_AFG_MEDI,2021_10,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,45.98
2021_10_AFG_PNSN,2021_10,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2021_10_AFG_OUTA,2021_10,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2021_10_AFG_TOTL,2021_10,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,86.12314286521028
2021_10_ALB_FOOD,2021_10,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,535.29,64.82
2021_10_ALB_ALCO,2021_10,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,91.74,58.75
2021_10_ALB_CLTH,2021_10,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,212.53,53.09
2021_10_ALB_HOUS,2021_10,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2197.71,60.39
2021_10_ALB_FURN,2021_10,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",81.72,68.31
2021_10_ALB_HEAL,2021_10,ALB,Albania,Albania,Tirana,HEAL,Health ,66.65,44.16
2021_10_ALB_TRNS,2021_10,ALB,Albania,Albania,Tirana,TRNS,Transport ,360.36,69.93
2021_10_ALB_COMM,2021_10,ALB,Albania,Albania,Tirana,COMM,Communication ,83.64,94.21
2021_10_ALB_CLTR,2021_10,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,279.61,70.82
2021_10_ALB_EDUC,2021_10,ALB,Albania,Albania,Tirana,EDUC,Education ,235.08,41.37
2021_10_ALB_RHTL,2021_10,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,374.19,60.46
2021_10_ALB_MISC,2021_10,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,120.25,59.79
2021_10_ALB_MEDI,2021_10,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,332.88,28.34
2021_10_ALB_PNSN,2021_10,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1092.52,100.0
2021_10_ALB_OUTA,2021_10,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2598.93,100.0
2021_10_ALB_TOTL,2021_10,ALB,Albania,Albania,Tirana,TOTL,Total,8663.1,76.332800212388
2021_10_DZA_FOOD,2021_10,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,554.38,59.37
2021_10_DZA_ALCO,2021_10,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,75.56,165.34
