unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2004_09_ALB_FOOD,2004_09,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,600.14,92.48
2004_09_ALB_ALCO,2004_09,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,64.17,92.52
2004_09_ALB_CLTH,2004_09,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,,
2004_09_ALB_HOUS,2004_09,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1217.42,50.76
2004_09_ALB_FURN,2004_09,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",56.24,100.01
2004_09_ALB_HEAL,2004_09,ALB,Albania,Albania,Tirana,HEAL,Health ,72.91,102.83
2004_09_ALB_TRNS,2004_09,ALB,Albania,Albania,Tirana,TRNS,Transport ,223.22,193.09
2004_09_ALB_COMM,2004_09,ALB,Albania,Albania,Tirana,COMM,Communication ,162.78,146.13
2004_09_ALB_CLTR,2004_09,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,206.79,136.6
2004_09_ALB_EDUC,2004_09,ALB,Albania,Albania,Tirana,EDUC,Education ,40.67,97.56
2004_09_ALB_RHTL,2004_09,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,134.25,56.52
2004_09_ALB_MISC,2004_09,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,136.58,101.74
2004_09_ALB_MEDI,2004_09,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,235.72,42.97
2004_09_ALB_PNSN,2004_09,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,750.98,100.0
2004_09_ALB_OUTA,2004_09,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2601.24,100.0
2004_09_ALB_TOTL,2004_09,ALB,Albania,Albania,Tirana,TOTL,Total,6503.11,91.09283024824806
2004_09_AGO_FOOD,2004_09,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,988.35,107.12
2004_09_AGO_ALCO,2004_09,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,115.47,89.84
2004_09_AGO_CLTH,2004_09,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,,
2004_09_AGO_HOUS,2004_09,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2487.49,102.27
2004_09_AGO_FURN,2004_09,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",105.01,175.76
2004_09_AGO_HEAL,2004_09,AGO,Angola,Angola,Luanda,HEAL,Health ,124.47,79.79
2004_09_AGO_TRNS,2004_09,AGO,Angola,Angola,Luanda,TRNS,Transport ,142.8,86.13
2004_09_AGO_COMM,2004_09,AGO,Angola,Angola,Luanda,COMM,Communication ,246.63,145.59
2004_09_AGO_CLTR,2004_09,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,237.33,70.92
2004_09_AGO_EDUC,2004_09,AGO,Angola,Angola,Luanda,EDUC,Education ,42.64,37.56
2004_09_AGO_RHTL,2004_09,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,226.86,125.03
2004_09_AGO_MISC,2004_09,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,91.84,85.54
2004_09_AGO_MEDI,2004_09,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,282.92,44.99
2004_09_AGO_PNSN,2004_09,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,830.06,100.0
2004_09_AGO_OUTA,2004_09,AGO,Angola,Angola,Luanda,OUTA,Out Area ,2537.95,100.0
2004_09_AGO_TOTL,2004_09,AGO,Angola,Angola,Luanda,TOTL,Total,8459.82,99.68086794410742
2004_09_ARG_FOOD,2004_09,ARG,Argentina,Argentina,Buenos Aires,FOOD,Food And Non-alcoholic Beverages ,675.2,48.44
2004_09_ARG_ALCO,2004_09,ARG,Argentina,Argentina,Buenos Aires,ALCO,Alcoholic Beverages And Tobacco ,76.23,67.54
2004_09_ARG_CLTH,2004_09,ARG,Argentina,Argentina,Buenos Aires,CLTH,Clothing And Footwear ,166.71,81.57
2004_09_ARG_HOUS,2004_09,ARG,Argentina,Argentina,Buenos Aires,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1287.33,46.53
2004_09_ARG_FURN,2004_09,ARG,Argentina,Argentina,Buenos Aires,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",89.24,66.09
2004_09_ARG_HEAL,2004_09,ARG,Argentina,Argentina,Buenos Aires,HEAL,Health ,189.74,46.99
2004_09_ARG_TRNS,2004_09,ARG,Argentina,Argentina,Buenos Aires,TRNS,Transport ,348.69,72.73
2004_09_ARG_COMM,2004_09,ARG,Argentina,Argentina,Buenos Aires,COMM,Communication ,170.94,83.76
2004_09_ARG_CLTR,2004_09,ARG,Argentina,Argentina,Buenos Aires,CLTR,Recreation And Culture ,259.59,63.68
2004_09_ARG_EDUC,2004_09,ARG,Argentina,Argentina,Buenos Aires,EDUC,Education ,47.51,36.38
2004_09_ARG_RHTL,2004_09,ARG,Argentina,Argentina,Buenos Aires,RHTL,Restaurants And Hotels ,127.92,32.19
2004_09_ARG_MISC,2004_09,ARG,Argentina,Argentina,Buenos Aires,MISC,Miscellaneous Goods And Services ,160.38,52.79
2004_09_ARG_MEDI,2004_09,ARG,Argentina,Argentina,Buenos Aires,MEDI,Medical Insurance ,258.8,38.0
2004_09_ARG_PNSN,2004_09,ARG,Argentina,Argentina,Buenos Aires,PNSN,Pension Contribution ,830.06,100.0
2004_09_ARG_OUTA,2004_09,ARG,Argentina,Argentina,Buenos Aires,OUTA,Out Area ,2009.29,100.0
2004_09_ARG_TOTL,2004_09,ARG,Argentina,Argentina,Buenos Aires,TOTL,Total,6697.63,72.58651829259736
2004_09_ARM_FOOD,2004_09,ARM,Armenia,Armenia,Yerevan,FOOD,Food And Non-alcoholic Beverages ,642.14,53.91
2004_09_ARM_ALCO,2004_09,ARM,Armenia,Armenia,Yerevan,ALCO,Alcoholic Beverages And Tobacco ,78.64,73.61
2004_09_ARM_CLTH,2004_09,ARM,Armenia,Armenia,Yerevan,CLTH,Clothing And Footwear ,101.06,98.93
2004_09_ARM_HOUS,2004_09,ARM,Armenia,Armenia,Yerevan,HOUS,"Housing, Water, Electricity, Gas And Fuels ",864.69,50.25
2004_09_ARM_FURN,2004_09,ARM,Armenia,Armenia,Yerevan,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",61.01,81.81
2004_09_ARM_HEAL,2004_09,ARM,Armenia,Armenia,Yerevan,HEAL,Health ,115.78,64.57
2004_09_ARM_TRNS,2004_09,ARM,Armenia,Armenia,Yerevan,TRNS,Transport ,201.31,73.61
2004_09_ARM_COMM,2004_09,ARM,Armenia,Armenia,Yerevan,COMM,Communication ,158.31,234.56
2004_09_ARM_CLTR,2004_09,ARM,Armenia,Armenia,Yerevan,CLTR,Recreation And Culture ,97.05,108.99
2004_09_ARM_EDUC,2004_09,ARM,Armenia,Armenia,Yerevan,EDUC,Education ,,
2004_09_ARM_RHTL,2004_09,ARM,Armenia,Armenia,Yerevan,RHTL,Restaurants And Hotels ,122.42,66.05
2004_09_ARM_MISC,2004_09,ARM,Armenia,Armenia,Yerevan,MISC,Miscellaneous Goods And Services ,92.64,104.52
2004_09_ARM_MEDI,2004_09,ARM,Armenia,Armenia,Yerevan,MEDI,Medical Insurance ,202.41,39.03
2004_09_ARM_PNSN,2004_09,ARM,Armenia,Armenia,Yerevan,PNSN,Pension Contribution ,724.3,100.0
2004_09_ARM_OUTA,2004_09,ARM,Armenia,Armenia,Yerevan,OUTA,Out Area ,2307.84,100.0
2004_09_ARM_TOTL,2004_09,ARM,Armenia,Armenia,Yerevan,TOTL,Total,5769.6,83.5696190171179
2004_09_AUS_FOOD,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",FOOD,Food And Non-alcoholic Beverages ,437.78,83.57
2004_09_AUS_ALCO,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",ALCO,Alcoholic Beverages And Tobacco ,53.61,147.4
2004_09_AUS_CLTH,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",CLTH,Clothing And Footwear ,114.81,97.9
2004_09_AUS_HOUS,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",HOUS,"Housing, Water, Electricity, Gas And Fuels ",1660.06,77.38
2004_09_AUS_FURN,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",229.55,105.3
2004_09_AUS_HEAL,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",HEAL,Health ,142.24,73.11
2004_09_AUS_TRNS,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",TRNS,Transport ,359.56,81.42
2004_09_AUS_COMM,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",COMM,Communication ,109.07,82.4
2004_09_AUS_CLTR,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",CLTR,Recreation And Culture ,229.68,97.26
2004_09_AUS_EDUC,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",EDUC,Education ,45.59,29.42
2004_09_AUS_RHTL,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",RHTL,Restaurants And Hotels ,112.83,57.76
2004_09_AUS_MISC,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",MISC,Miscellaneous Goods And Services ,114.09,71.7
2004_09_AUS_MEDI,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",MEDI,Medical Insurance ,225.3,41.39
2004_09_AUS_PNSN,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",PNSN,Pension Contribution ,789.07,100.0
2004_09_AUS_OUTA,2004_09,AUS,Australia,Australia,"Canberra , Melbourne and Sydney",OUTA,Out Area ,1515.75,100.0
