unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2022_10_AFG_FOOD,2022_10,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,72.8
2022_10_AFG_ALCO,2022_10,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,55.02
2022_10_AFG_CLTH,2022_10,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,32.0
2022_10_AFG_HOUS,2022_10,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,39.6
2022_10_AFG_FURN,2022_10,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2022_10_AFG_HEAL,2022_10,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2022_10_AFG_TRNS,2022_10,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2022_10_AFG_COMM,2022_10,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2022_10_AFG_CLTR,2022_10,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2022_10_AFG_EDUC,2022_10,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2022_10_AFG_RHTL,2022_10,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,41.36
2022_10_AFG_MISC,2022_10,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,68.91
2022_10_AFG_MEDI,2022_10,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,43.87
2022_10_AFG_PNSN,2022_10,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2022_10_AFG_OUTA,2022_10,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2022_10_AFG_TOTL,2022_10,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,85.17457249792001
2022_10_ALB_FOOD,2022_10,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,535.29,56.16
2022_10_ALB_ALCO,2022_10,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,91.74,51.53
2022_10_ALB_CLTH,2022_10,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,212.53,43.02
2022_10_ALB_HOUS,2022_10,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2197.71,50.3
2022_10_ALB_FURN,2022_10,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",81.72,54.32
2022_10_ALB_HEAL,2022_10,ALB,Albania,Albania,Tirana,HEAL,Health ,66.65,36.37
2022_10_ALB_TRNS,2022_10,ALB,Albania,Albania,Tirana,TRNS,Transport ,360.36,66.74
2022_10_ALB_COMM,2022_10,ALB,Albania,Albania,Tirana,COMM,Communication ,83.64,80.79
2022_10_ALB_CLTR,2022_10,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,279.61,59.18
2022_10_ALB_EDUC,2022_10,ALB,Albania,Albania,Tirana,EDUC,Education ,235.08,41.37
2022_10_ALB_RHTL,2022_10,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,374.19,50.71
2022_10_ALB_MISC,2022_10,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,120.25,49.58
2022_10_ALB_MEDI,2022_10,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,332.88,28.17
2022_10_ALB_PNSN,2022_10,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1092.52,100.0
2022_10_ALB_OUTA,2022_10,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2598.93,100.0
2022_10_ALB_TOTL,2022_10,ALB,Albania,Albania,Tirana,TOTL,Total,8663.1,71.55661902243443
2022_10_DZA_FOOD,2022_10,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,554.38,60.31
2022_10_DZA_ALCO,2022_10,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,75.56,173.9
2022_10_DZA_CLTH,2022_10,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,89.85,35.06
2022_10_DZA_HOUS,2022_10,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1829.05,58.94
2022_10_DZA_FURN,2022_10,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",86.21,46.52
2022_10_DZA_HEAL,2022_10,DZA,Algeria,Algeria,Algiers,HEAL,Health ,47.55,35.71
