unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2009_08_AFG_FOOD,2009_08,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,101.59
2009_08_AFG_ALCO,2009_08,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,69.09
2009_08_AFG_CLTH,2009_08,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,47.49
2009_08_AFG_HOUS,2009_08,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,49.73
2009_08_AFG_FURN,2009_08,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2009_08_AFG_HEAL,2009_08,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2009_08_AFG_TRNS,2009_08,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2009_08_AFG_COMM,2009_08,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2009_08_AFG_CLTR,2009_08,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2009_08_AFG_EDUC,2009_08,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2009_08_AFG_RHTL,2009_08,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,62.9
2009_08_AFG_MISC,2009_08,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,85.93
2009_08_AFG_MEDI,2009_08,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,50.38
2009_08_AFG_PNSN,2009_08,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2009_08_AFG_OUTA,2009_08,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2009_08_AFG_TOTL,2009_08,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,89.42852608395522
2009_08_ALB_FOOD,2009_08,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,849.31,70.47
2009_08_ALB_ALCO,2009_08,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,108.7,80.3
2009_08_ALB_CLTH,2009_08,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,4.88,55.88
2009_08_ALB_HOUS,2009_08,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1673.99,44.92
2009_08_ALB_FURN,2009_08,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",97.07,106.99
2009_08_ALB_HEAL,2009_08,ALB,Albania,Albania,Tirana,HEAL,Health ,170.85,63.52
2009_08_ALB_TRNS,2009_08,ALB,Albania,Albania,Tirana,TRNS,Transport ,378.26,101.45
2009_08_ALB_COMM,2009_08,ALB,Albania,Albania,Tirana,COMM,Communication ,152.37,116.97
2009_08_ALB_CLTR,2009_08,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,263.54,93.47
2009_08_ALB_EDUC,2009_08,ALB,Albania,Albania,Tirana,EDUC,Education ,44.58,34.45
2009_08_ALB_RHTL,2009_08,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,226.19,47.28
2009_08_ALB_MISC,2009_08,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,154.51,69.88
2009_08_ALB_MEDI,2009_08,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,342.54,40.66
2009_08_ALB_PNSN,2009_08,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,948.26,100.0
2009_08_ALB_OUTA,2009_08,ALB,Albania,Albania,Tirana,OUTA,Out Area ,3610.03,100.0
2009_08_ALB_TOTL,2009_08,ALB,Albania,Albania,Tirana,TOTL,Total,9025.08,81.15709414183802
2009_08_DZA_FOOD,2009_08,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,874.71,70.15
2009_08_DZA_ALCO,2009_08,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,110.11,88.94
2009_08_DZA_CLTH,2009_08,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,4.82,44.43
2009_08_DZA_HOUS,2009_08,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1998.56,58.75
2009_08_DZA_FURN,2009_08,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",66.65,92.98
2009_08_DZA_HEAL,2009_08,DZA,Algeria,Algeria,Algiers,HEAL,Health ,69.69,180.27
2009_08_DZA_TRNS,2009_08,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,147.34,68.87
2009_08_DZA_COMM,2009_08,DZA,Algeria,Algeria,Algiers,COMM,Communication ,188.06,62.77
2009_08_DZA_CLTR,2009_08,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,298.65,90.31
2009_08_DZA_EDUC,2009_08,DZA,Algeria,Algeria,Algiers,EDUC,Education ,,
2009_08_DZA_RHTL,2009_08,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,192.85,60.88
2009_08_DZA_MISC,2009_08,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,136.06,36.01
2009_08_DZA_MEDI,2009_08,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,342.46,42.09
2009_08_DZA_PNSN,2009_08,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,948.26,100.0
2009_08_DZA_OUTA,2009_08,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,3585.49,100.0
2009_08_DZA_TOTL,2009_08,DZA,Algeria,Algeria,Algiers,TOTL,Total,8963.71,81.96800232064983
2009_08_AGO_FOOD,2009_08,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,1010.7,117.56
2009_08_AGO_ALCO,2009_08,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,122.62,124.24
2009_08_AGO_CLTH,2009_08,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,50.29,156.94
2009_08_AGO_HOUS,2009_08,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",3584.98,121.49
2009_08_AGO_FURN,2009_08,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",120.38,142.05
2009_08_AGO_HEAL,2009_08,AGO,Angola,Angola,Luanda,HEAL,Health ,215.31,110.51
2009_08_AGO_TRNS,2009_08,AGO,Angola,Angola,Luanda,TRNS,Transport ,305.6,62.36
2009_08_AGO_COMM,2009_08,AGO,Angola,Angola,Luanda,COMM,Communication ,206.65,125.23
2009_08_AGO_CLTR,2009_08,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,216.36,105.32
2009_08_AGO_EDUC,2009_08,AGO,Angola,Angola,Luanda,EDUC,Education ,,
2009_08_AGO_RHTL,2009_08,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,268.57,111.95
2009_08_AGO_MISC,2009_08,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,137.42,71.98
2009_08_AGO_MEDI,2009_08,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,361.96,44.47
2009_08_AGO_PNSN,2009_08,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,1010.39,100.0
2009_08_AGO_OUTA,2009_08,AGO,Angola,Angola,Luanda,OUTA,Out Area ,3261.97,100.0
2009_08_AGO_TOTL,2009_08,AGO,Angola,Angola,Luanda,TOTL,Total,10873.2,106.90142154416563
2009_08_ARG_FOOD,2009_08,ARG,Argentina,Argentina,Buenos Aires,FOOD,Food And Non-alcoholic Beverages ,656.93,44.55
2009_08_ARG_ALCO,2009_08,ARG,Argentina,Argentina,Buenos Aires,ALCO,Alcoholic Beverages And Tobacco ,76.84,53.85
2009_08_ARG_CLTH,2009_08,ARG,Argentina,Argentina,Buenos Aires,CLTH,Clothing And Footwear ,131.9,50.91
2009_08_ARG_HOUS,2009_08,ARG,Argentina,Argentina,Buenos Aires,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1983.36,72.04
2009_08_ARG_FURN,2009_08,ARG,Argentina,Argentina,Buenos Aires,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",81.43,61.42
2009_08_ARG_HEAL,2009_08,ARG,Argentina,Argentina,Buenos Aires,HEAL,Health ,171.45,42.07
2009_08_ARG_TRNS,2009_08,ARG,Argentina,Argentina,Buenos Aires,TRNS,Transport ,301.89,73.83
2009_08_ARG_COMM,2009_08,ARG,Argentina,Argentina,Buenos Aires,COMM,Communication ,132.05,69.65
2009_08_ARG_CLTR,2009_08,ARG,Argentina,Argentina,Buenos Aires,CLTR,Recreation And Culture ,250.35,83.54
2009_08_ARG_EDUC,2009_08,ARG,Argentina,Argentina,Buenos Aires,EDUC,Education ,45.67,18.79
