unique_id,yr_month,iso_a3,cmn_cntry,un_cntry,city,cat_code,group,weight,index
2017_06_AFG_FOOD,2017_06,AFG,Afghanistan,Afghanistan,Kabul,FOOD,Food And Non-alcoholic Beverages ,472.16,90.96
2017_06_AFG_ALCO,2017_06,AFG,Afghanistan,Afghanistan,Kabul,ALCO,Alcoholic Beverages And Tobacco ,150.69,62.18
2017_06_AFG_CLTH,2017_06,AFG,Afghanistan,Afghanistan,Kabul,CLTH,Clothing And Footwear ,1.39,40.14
2017_06_AFG_HOUS,2017_06,AFG,Afghanistan,Afghanistan,Kabul,HOUS,"Housing, Water, Electricity, Gas And Fuels ",1050.35,43.31
2017_06_AFG_FURN,2017_06,AFG,Afghanistan,Afghanistan,Kabul,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",,
2017_06_AFG_HEAL,2017_06,AFG,Afghanistan,Afghanistan,Kabul,HEAL,Health ,,
2017_06_AFG_TRNS,2017_06,AFG,Afghanistan,Afghanistan,Kabul,TRNS,Transport ,,
2017_06_AFG_COMM,2017_06,AFG,Afghanistan,Afghanistan,Kabul,COMM,Communication ,,
2017_06_AFG_CLTR,2017_06,AFG,Afghanistan,Afghanistan,Kabul,CLTR,Recreation And Culture ,,
2017_06_AFG_EDUC,2017_06,AFG,Afghanistan,Afghanistan,Kabul,EDUC,Education ,,
2017_06_AFG_RHTL,2017_06,AFG,Afghanistan,Afghanistan,Kabul,RHTL,Restaurants And Hotels ,191.29,52.42
2017_06_AFG_MISC,2017_06,AFG,Afghanistan,Afghanistan,Kabul,MISC,Miscellaneous Goods And Services ,122.58,79.66
2017_06_AFG_MEDI,2017_06,AFG,Afghanistan,Afghanistan,Kabul,MEDI,Medical Insurance ,392.75,51.15
2017_06_AFG_PNSN,2017_06,AFG,Afghanistan,Afghanistan,Kabul,PNSN,Pension Contribution ,899.71,100.0
2017_06_AFG_OUTA,2017_06,AFG,Afghanistan,Afghanistan,Kabul,OUTA,Out Area ,4921.38,100.0
2017_06_AFG_TOTL,2017_06,AFG,Afghanistan,Afghanistan,Kabul,TOTL,Total,8202.3,87.54991142412155
2017_06_ALB_FOOD,2017_06,ALB,Albania,Albania,Tirana,FOOD,Food And Non-alcoholic Beverages ,597.18,62.52
2017_06_ALB_ALCO,2017_06,ALB,Albania,Albania,Tirana,ALCO,Alcoholic Beverages And Tobacco ,98.52,69.28
2017_06_ALB_CLTH,2017_06,ALB,Albania,Albania,Tirana,CLTH,Clothing And Footwear ,170.57,41.39
2017_06_ALB_HOUS,2017_06,ALB,Albania,Albania,Tirana,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2106.94,56.07
2017_06_ALB_FURN,2017_06,ALB,Albania,Albania,Tirana,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",64.46,61.54
2017_06_ALB_HEAL,2017_06,ALB,Albania,Albania,Tirana,HEAL,Health ,108.1,61.55
2017_06_ALB_TRNS,2017_06,ALB,Albania,Albania,Tirana,TRNS,Transport ,391.39,83.87
2017_06_ALB_COMM,2017_06,ALB,Albania,Albania,Tirana,COMM,Communication ,104.46,85.45
2017_06_ALB_CLTR,2017_06,ALB,Albania,Albania,Tirana,CLTR,Recreation And Culture ,177.74,59.43
2017_06_ALB_EDUC,2017_06,ALB,Albania,Albania,Tirana,EDUC,Education ,212.03,55.08
2017_06_ALB_RHTL,2017_06,ALB,Albania,Albania,Tirana,RHTL,Restaurants And Hotels ,343.74,43.33
2017_06_ALB_MISC,2017_06,ALB,Albania,Albania,Tirana,MISC,Miscellaneous Goods And Services ,191.66,83.79
2017_06_ALB_MEDI,2017_06,ALB,Albania,Albania,Tirana,MEDI,Medical Insurance ,328.12,28.09
2017_06_ALB_PNSN,2017_06,ALB,Albania,Albania,Tirana,PNSN,Pension Contribution ,1058.01,100.0
2017_06_ALB_OUTA,2017_06,ALB,Albania,Albania,Tirana,OUTA,Out Area ,2551.26,100.0
2017_06_ALB_TOTL,2017_06,ALB,Albania,Albania,Tirana,TOTL,Total,8504.18,75.3460202981681
2017_06_DZA_FOOD,2017_06,DZA,Algeria,Algeria,Algiers,FOOD,Food And Non-alcoholic Beverages ,348.16,63.59
2017_06_DZA_ALCO,2017_06,DZA,Algeria,Algeria,Algiers,ALCO,Alcoholic Beverages And Tobacco ,48.68,87.4
2017_06_DZA_CLTH,2017_06,DZA,Algeria,Algeria,Algiers,CLTH,Clothing And Footwear ,68.98,57.96
2017_06_DZA_HOUS,2017_06,DZA,Algeria,Algeria,Algiers,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2539.75,77.42
2017_06_DZA_FURN,2017_06,DZA,Algeria,Algeria,Algiers,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",45.44,71.97
2017_06_DZA_HEAL,2017_06,DZA,Algeria,Algeria,Algiers,HEAL,Health ,49.46,81.09
2017_06_DZA_TRNS,2017_06,DZA,Algeria,Algeria,Algiers,TRNS,Transport ,218.75,65.3
2017_06_DZA_COMM,2017_06,DZA,Algeria,Algeria,Algiers,COMM,Communication ,72.52,66.26
2017_06_DZA_CLTR,2017_06,DZA,Algeria,Algeria,Algiers,CLTR,Recreation And Culture ,60.55,52.0
2017_06_DZA_EDUC,2017_06,DZA,Algeria,Algeria,Algiers,EDUC,Education ,89.32,
2017_06_DZA_RHTL,2017_06,DZA,Algeria,Algeria,Algiers,RHTL,Restaurants And Hotels ,221.26,74.99
2017_06_DZA_MISC,2017_06,DZA,Algeria,Algeria,Algiers,MISC,Miscellaneous Goods And Services ,59.61,135.71
2017_06_DZA_MEDI,2017_06,DZA,Algeria,Algeria,Algiers,MEDI,Medical Insurance ,392.18,36.64
2017_06_DZA_PNSN,2017_06,DZA,Algeria,Algeria,Algiers,PNSN,Pension Contribution ,1058.01,100.0
2017_06_DZA_OUTA,2017_06,DZA,Algeria,Algeria,Algiers,OUTA,Out Area ,3515.12,100.0
2017_06_DZA_TOTL,2017_06,DZA,Algeria,Algeria,Algiers,TOTL,Total,8787.79,86.1856787204792
2017_06_AGO_FOOD,2017_06,AGO,Angola,Angola,Luanda,FOOD,Food And Non-alcoholic Beverages ,886.26,171.63
2017_06_AGO_ALCO,2017_06,AGO,Angola,Angola,Luanda,ALCO,Alcoholic Beverages And Tobacco ,137.89,158.81
2017_06_AGO_CLTH,2017_06,AGO,Angola,Angola,Luanda,CLTH,Clothing And Footwear ,186.37,227.08
2017_06_AGO_HOUS,2017_06,AGO,Angola,Angola,Luanda,HOUS,"Housing, Water, Electricity, Gas And Fuels ",3760.27,156.91
2017_06_AGO_FURN,2017_06,AGO,Angola,Angola,Luanda,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",131.73,245.15
2017_06_AGO_HEAL,2017_06,AGO,Angola,Angola,Luanda,HEAL,Health ,147.58,133.03
2017_06_AGO_TRNS,2017_06,AGO,Angola,Angola,Luanda,TRNS,Transport ,482.12,100.25
2017_06_AGO_COMM,2017_06,AGO,Angola,Angola,Luanda,COMM,Communication ,166.84,285.07
2017_06_AGO_CLTR,2017_06,AGO,Angola,Angola,Luanda,CLTR,Recreation And Culture ,290.74,177.04
2017_06_AGO_EDUC,2017_06,AGO,Angola,Angola,Luanda,EDUC,Education ,232.72,90.84
2017_06_AGO_RHTL,2017_06,AGO,Angola,Angola,Luanda,RHTL,Restaurants And Hotels ,599.65,176.34
2017_06_AGO_MISC,2017_06,AGO,Angola,Angola,Luanda,MISC,Miscellaneous Goods And Services ,266.52,147.04
2017_06_AGO_MEDI,2017_06,AGO,Angola,Angola,Luanda,MEDI,Medical Insurance ,483.64,49.32
2017_06_AGO_PNSN,2017_06,AGO,Angola,Angola,Luanda,PNSN,Pension Contribution ,1058.01,100.0
2017_06_AGO_OUTA,2017_06,AGO,Angola,Angola,Luanda,OUTA,Out Area ,3784.44,100.0
2017_06_AGO_TOTL,2017_06,AGO,Angola,Angola,Luanda,TOTL,Total,12614.779999999999,131.2966135161331
2017_06_ARG_FOOD,2017_06,ARG,Argentina,Argentina,Buenos Aires,FOOD,Food And Non-alcoholic Beverages ,520.51,99.23
2017_06_ARG_ALCO,2017_06,ARG,Argentina,Argentina,Buenos Aires,ALCO,Alcoholic Beverages And Tobacco ,82.48,169.2
2017_06_ARG_CLTH,2017_06,ARG,Argentina,Argentina,Buenos Aires,CLTH,Clothing And Footwear ,254.28,130.71
2017_06_ARG_HOUS,2017_06,ARG,Argentina,Argentina,Buenos Aires,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2389.43,67.9
2017_06_ARG_FURN,2017_06,ARG,Argentina,Argentina,Buenos Aires,FURN,"Furniture, Household Equipment And Routine Maintenance Of The House ",80.95,124.7
2017_06_ARG_HEAL,2017_06,ARG,Argentina,Argentina,Buenos Aires,HEAL,Health ,138.6,68.06
2017_06_ARG_TRNS,2017_06,ARG,Argentina,Argentina,Buenos Aires,TRNS,Transport ,409.9,89.71
2017_06_ARG_COMM,2017_06,ARG,Argentina,Argentina,Buenos Aires,COMM,Communication ,109.15,121.12
2017_06_ARG_CLTR,2017_06,ARG,Argentina,Argentina,Buenos Aires,CLTR,Recreation And Culture ,256.34,129.56
2017_06_ARG_EDUC,2017_06,ARG,Argentina,Argentina,Buenos Aires,EDUC,Education ,195.82,65.21
2017_06_ARG_RHTL,2017_06,ARG,Argentina,Argentina,Buenos Aires,RHTL,Restaurants And Hotels ,336.39,68.63
2017_06_ARG_MISC,2017_06,ARG,Argentina,Argentina,Buenos Aires,MISC,Miscellaneous Goods And Services ,184.53,105.56
2017_06_ARG_MEDI,2017_06,ARG,Argentina,Argentina,Buenos Aires,MEDI,Medical Insurance ,413.17,37.59
2017_06_ARG_PNSN,2017_06,ARG,Argentina,Argentina,Buenos Aires,PNSN,Pension Contribution ,1058.01,100.0
2017_06_ARG_OUTA,2017_06,ARG,Argentina,Argentina,Buenos Aires,OUTA,Out Area ,2755.52,100.0
2017_06_ARG_TOTL,2017_06,ARG,Argentina,Argentina,Buenos Aires,TOTL,Total,9185.08,87.9255709152426
2017_06_ARM_FOOD,2017_06,ARM,Armenia,Armenia,Yerevan,FOOD,Food And Non-alcoholic Beverages ,794.72,60.57
2017_06_ARM_ALCO,2017_06,ARM,Armenia,Armenia,Yerevan,ALCO,Alcoholic Beverages And Tobacco ,121.78,81.88
2017_06_ARM_CLTH,2017_06,ARM,Armenia,Armenia,Yerevan,CLTH,Clothing And Footwear ,146.96,44.5
2017_06_ARM_HOUS,2017_06,ARM,Armenia,Armenia,Yerevan,HOUS,"Housing, Water, Electricity, Gas And Fuels ",2068.5,69.52
